42.3666385,71.2578378
42.3666383,71.2578376
42.3666383,71.2578373
42.3666385,71.2578371
42.3666385,71.2578368
42.3666386,71.2578365
42.366639,71.2578361
42.3666393,71.257836
42.3666396,71.2578358
42.36664,71.2578356
42.3666403,71.2578353
42.3666406,71.257835
42.3666411,71.2578345
42.3666416,71.257834
42.3666421,71.2578335
42.3666426,71.257833
42.3666431,71.2578325
42.3666436,71.2578321
42.3666441,71.2578316
42.3666446,71.2578313
42.366645,71.2578308
42.3666454,71.2578305
42.3666458,71.25783
42.3666461,71.2578296
42.3666465,71.2578295
42.3666468,71.2578291
42.366647,71.2578288
42.3666473,71.2578284
42.3666476,71.2578281
42.366648,71.2578281
42.3666481,71.257828
42.3666485,71.257828
42.3666486,71.2578281
42.3666488,71.2578284
42.3666488,71.2578288
42.3666488,71.2578291
42.366649,71.2578295
42.3666491,71.2578298
42.3666493,71.25783
42.3666495,71.2578303
42.3666496,71.2578305
42.3666496,71.2578306
42.3666501,71.2578308
42.3666503,71.2578311
42.3666506,71.2578315
42.3666506,71.2578318
42.3666508,71.2578321
42.366651,71.2578325
42.3666511,71.2578328
42.3666514,71.2578331
42.3666518,71.2578336
42.3666521,71.2578341
42.3666523,71.2578346
42.3666526,71.2578351
42.3666528,71.2578355
42.366653,71.257836
42.3666531,71.2578365
42.3666533,71.2578371
42.3666536,71.2578376
42.3666538,71.2578381
42.3666538,71.2578384
42.3666538,71.2578388
42.3666536,71.257839
42.3666536,71.2578393
42.3666535,71.2578395
42.3666535,71.2578395
42.3666536,71.2578398
42.3666535,71.2578398
42.3666536,71.2578401
42.366654,71.257841
42.3666551,71.2578425
42.3666561,71.2578438
42.3666571,71.2578451
42.366658,71.2578465
